
0.137485 0.151234 0.000002 0.000031
0.001749 0.015939 0.000001 0.000030
0.001643 0.014373 0.000000 0.000023
0.001051 0.012611 0.000000 0.000024
0.001020 0.011924 0.000001 0.000024
0.000944 0.011567 0.000001 0.000024
0.000981 0.011545 0.000001 0.000025
0.018227 0.010757 0.000001 0.000026
0.018359 0.010833 0.000000 0.000026
0.018023 0.009746 0.000000 0.000028
0.023027 0.013646 0.000001 0.000028
0.014780 0.014208 0.000000 0.000030
0.013848 0.015025 0.000001 0.000031
0.017148 0.015356 0.000001 0.000029
0.013261 0.014115 0.000001 0.000032
0.013898 0.015091 0.000001 0.000031
0.016855 0.014642 0.000001 0.000029
0.013632 0.014006 0.000001 0.000029
0.013619 0.015381 0.000000 0.000030
0.016682 0.015029 0.000002 0.000028
0.013715 0.015390 0.000001 0.000026
0.013304 0.015242 0.000000 0.000030
0.017481 0.015194 0.000002 0.000028
0.013402 0.015216 0.000001 0.000029
0.013594 0.014038 0.000000 0.000030
0.018186 0.014875 0.000001 0.000032
0.013259 0.014922 0.000000 0.000029
0.051671 0.034209 0.000001 0.000155
0.003561 0.013668 0.000001 0.000029
0.001490 0.008838 0.000000 0.000026
0.022015 0.009480 0.000001 0.000024
0.018952 0.009055 0.000001 0.000024
0.019570 0.010032 0.000001 0.000056
0.022020 0.015200 0.000000 0.000032
0.013344 0.017670 0.000001 0.000041
0.047725 0.037766 0.000000 0.000046
0.001911 0.012730 0.000000 0.000025
0.002641 0.010441 0.000001 0.000053
0.022595 0.010702 0.000001 0.000025
0.018046 0.010681 0.000001 0.000054
0.018411 0.009817 0.000001 0.000027
0.022608 0.013890 0.000001 0.000024
0.014239 0.013287 0.000001 0.000028
0.015618 0.015259 0.000001 0.000030
0.017499 0.012323 0.000001 0.000030
0.015654 0.015416 0.000000 0.000030
0.012791 0.015161 0.000000 0.000031
0.017470 0.015361 0.000001 0.000032
0.013177 0.013981 0.000001 0.000030
0.014566 0.013551 0.000001 0.000037
0.018439 0.010671 0.000001 0.000029
0.017109 0.012772 0.000000 0.000031
0.014561 0.015176 0.000001 0.000029
0.016859 0.012619 0.000000 0.000031
0.015407 0.013500 0.000001 0.000030
0.014707 0.015915 0.000001 0.000031
0.015896 0.011749 0.000001 0.000027
0.016606 0.010805 0.000001 0.000034
0.016841 0.013015 0.000001 0.000041
0.019334 0.014523 0.000001 0.000027
0.014011 0.013255 0.000001 0.000029
0.014786 0.013392 0.000000 0.000030
0.018118 0.014453 0.000001 0.000030
0.013778 0.014297 0.000001 0.000033
0.018353 0.014367 0.000001 0.000029
0.014373 0.014307 0.000001 0.000030
0.014457 0.014638 0.000001 0.000029
0.018059 0.014310 0.000000 0.000030
0.014468 0.014390 0.000000 0.000031
0.015047 0.016384 0.000000 0.000044
0.015386 0.010776 0.000000 0.000026
0.018099 0.010696 0.000001 0.000026
0.018358 0.010526 0.000000 0.000026
0.022687 0.012938 0.000001 0.000037
0.015609 0.013294 0.000000 0.000028
0.015723 0.013395 0.000001 0.000028
0.019154 0.010739 0.000000 0.000029
0.017854 0.014690 0.000001 0.000032
0.013290 0.015383 0.000001 0.000032
0.017070 0.014937 0.000000 0.000029
0.013827 0.014920 0.000000 0.000030
0.013778 0.015292 0.000000 0.000030
0.017602 0.015457 0.000000 0.000030
0.013077 0.014511 0.000001 0.000031
0.014096 0.015290 0.000001 0.000029
0.017474 0.013440 0.000001 0.000030
0.014555 0.015416 0.000001 0.000027
0.012516 0.014848 0.000001 0.000034
0.017880 0.015088 0.000001 0.000029
0.013762 0.015336 0.000001 0.000030
0.013341 0.015428 0.000000 0.000029
0.017334 0.015128 0.000000 0.000034
0.013561 0.014969 0.000000 0.000030
0.013783 0.015435 0.000001 0.000029
0.017246 0.014642 0.000001 0.000031
0.013997 0.015035 0.000001 0.000028
0.013701 0.015379 0.000001 0.000026
0.017606 0.013594 0.000000 0.000030
0.014382 0.015109 0.000000 0.000031
0.012874 0.014874 0.000001 0.000030
0.018158 0.015035 0.000000 0.000029
0.013412 0.012266 0.000000 0.000030
0.015799 0.015168 0.000001 0.000030
0.017009 0.014971 0.000000 0.000036
0.013560 0.015083 0.000000 0.000031
0.013626 0.015041 0.000001 0.000029
0.017711 0.014866 0.000001 0.000045
0.013712 0.014805 0.000001 0.000028
0.013939 0.012401 0.000001 0.000030
0.019526 0.015199 0.000001 0.000030
0.012930 0.015349 0.000000 0.000033
0.013183 0.013798 0.000001 0.000031
0.018450 0.014998 0.000000 0.000029
0.013108 0.015003 0.000001 0.000030
0.013645 0.014950 0.000000 0.000030
0.017821 0.014682 0.000001 0.000030
0.013941 0.014842 0.000001 0.000030
0.013900 0.014915 0.000001 0.000030
0.018001 0.015000 0.000001 0.000029
0.013588 0.014920 0.000001 0.000029
0.013755 0.014928 0.000001 0.000030
0.017836 0.015127 0.000001 0.000030
0.013462 0.014855 0.000000 0.000033
0.013889 0.014978 0.000001 0.000029
0.017702 0.014895 0.000000 0.000030
0.013806 0.014997 0.000000 0.000031
0.013775 0.015015 0.000001 0.000030
0.017775 0.015297 0.000001 0.000025
0.013509 0.015143 0.000001 0.000029
0.013327 0.014929 0.000001 0.000030
0.017766 0.014879 0.000001 0.000028
0.013881 0.015371 0.000000 0.000030
0.013319 0.015307 0.000000 0.000029
0.017394 0.014769 0.000001 0.000030
0.013911 0.014917 0.000001 0.000029
0.013692 0.014969 0.000001 0.000030
0.017714 0.014774 0.000000 0.000029
0.014138 0.015368 0.000000 0.000029
0.013147 0.015295 0.000001 0.000028
0.017439 0.014633 0.000000 0.000030
0.014180 0.013279 0.000000 0.000057
0.014705 0.015170 0.000000 0.000030
0.016923 0.014460 0.000001 0.000031
0.014437 0.015097 0.000001 0.000030
0.013562 0.015030 0.000000 0.000034
0.017518 0.014948 0.000001 0.000036
0.013851 0.015018 0.000001 0.000029
0.013683 0.014826 0.000001 0.000030
0.017876 0.014956 0.000001 0.000028
0.013689 0.015102 0.000000 0.000028
0.013599 0.015046 0.000001 0.000029
0.017571 0.015102 0.000001 0.000030
0.013694 0.015029 0.000000 0.000034
0.013589 0.015197 0.000001 0.000028
0.017489 0.012766 0.000001 0.000028
0.016145 0.012892 0.000001 0.000026
0.015816 0.013053 0.000000 0.000033
0.019911 0.014243 0.000001 0.000029
0.014508 0.014595 0.000001 0.000088
0.014021 0.014834 0.000001 0.000029
